"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 12:00","1967","04","20","12:00","6.1","","0.0","","64","","14","","16","","24.1","","96.35","","","","","","Rain Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 13:00","1967","04","20","13:00","7.8","","0.6","","60","","14","","19","","24.1","","96.24","","","","","","Rain Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 14:00","1967","04","20","14:00","5.6","","3.9","","89","","14","","16","","19.3","","96.07","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 15:00","1967","04","20","15:00","6.1","","5.0","","91","","14","","16","","19.3","","95.96","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 16:00","1967","04","20","16:00","6.1","","5.0","","91","","11","","10","","11.3","","95.88","","","","","","Moderate Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 17:00","1967","04","20","17:00","6.1","","5.0","","93","","14","","14","","11.3","","95.79","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 18:00","1967","04","20","18:00","6.1","","5.0","","93","","14","","16","","6.4","","95.70","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 19:00","1967","04","20","19:00","5.6","","5.0","","95","","14","","16","","4.8","","95.61","","","","","","Drizzle"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 20:00","1967","04","20","20:00","5.6","","4.4","","93","","14","","10","","8.0","","95.57","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 21:00","1967","04","20","21:00","5.0","","4.4","","95","","11","","11","","14.5","","95.50","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 22:00","1967","04","20","22:00","5.6","","4.4","","93","","14","","10","","12.9","","95.43","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-20 23:00","1967","04","20","23:00","5.6","","5.0","","95","","9","","3","","16.1","","95.36","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 00:00","1967","04","21","00:00","5.6","","5.0","","95","","9","","6","","9.7","","95.28","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 01:00","1967","04","21","01:00","5.6","","5.0","","95","","11","","6","","11.3","","95.20","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 02:00","1967","04","21","02:00","6.7","","6.1","","98","","14","","10","","12.9","","95.10","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 03:00","1967","04","21","03:00","7.2","","6.7","","96","","16","","13","","2.0","","95.02","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 04:00","1967","04","21","04:00","7.2","","6.7","","98","","16","","16","","1.6","","94.98","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 05:00","1967","04","21","05:00","7.8","","7.2","","96","","23","","13","","2.4","","95.00","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 06:00","1967","04","21","06:00","7.2","","6.1","","94","","23","","10","","19.3","","94.96","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 07:00","1967","04","21","07:00","6.7","","4.4","","87","","23","","10","","24.1","","94.94","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 08:00","1967","04","21","08:00","6.7","","5.0","","89","","20","","13","","24.1","","94.90","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 09:00","1967","04","21","09:00","6.1","","3.9","","87","","20","","16","","24.1","","94.88","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 10:00","1967","04","21","10:00","5.0","","1.7","","80","","25","","10","","24.1","","94.89","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 11:00","1967","04","21","11:00","3.9","","1.1","","83","","25","","16","","24.1","","94.93","","","","","","Rain Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 12:00","1967","04","21","12:00","3.3","","-0.6","","76","","25","","21","","24.1","","94.94","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 13:00","1967","04","21","13:00","2.8","","-0.6","","80","","25","","19","","24.1","","94.95","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 14:00","1967","04","21","14:00","2.8","","0.0","","82","","23","","19","","24.1","","94.97","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 15:00","1967","04","21","15:00","2.8","","1.1","","87","","23","","16","","24.1","","95.00","","","","","","Snow Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 16:00","1967","04","21","16:00","2.2","","0.0","","85","","23","","10","","24.1","","95.02","","","","","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 17:00","1967","04","21","17:00","2.8","","-0.6","","80","","23","","10","","24.1","","95.04","","","","","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 18:00","1967","04","21","18:00","2.8","","0.0","","82","","23","","10","","24.1","","95.05","","","","","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 19:00","1967","04","21","19:00","2.8","","0.0","","82","","27","","8","","16.1","","95.05","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 20:00","1967","04","21","20:00","2.2","","0.0","","85","","25","","10","","24.1","","95.06","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 21:00","1967","04","21","21:00","1.1","","0.0","","92","","27","","10","","16.1","","95.09","","","","","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 22:00","1967","04","21","22:00","0.6","","-0.6","","92","","25","","8","","12.9","","95.10","","","","","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-21 23:00","1967","04","21","23:00","0.0","","-0.6","","97","","23","","5","","8.0","","95.11","","","","-2","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 00:00","1967","04","22","00:00","0.0","","-0.6","","97","","27","","6","","4.8","","95.13","","","","-2","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 01:00","1967","04","22","01:00","0.0","","-0.6","","94","","25","","10","","4.8","","95.12","","","","-3","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 02:00","1967","04","22","02:00","-1.1","","-2.2","","93","","27","","16","","1.6","","95.12","","","","-6","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 03:00","1967","04","22","03:00","-1.7","","-2.2","","94","","27","","16","","3.2","","95.10","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 04:00","1967","04","22","04:00","-1.7","","-3.3","","88","","27","","19","","4.8","","95.10","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 05:00","1967","04","22","05:00","-2.2","","-3.3","","93","","29","","13","","4.8","","95.12","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 06:00","1967","04","22","06:00","-2.2","","-3.9","","89","","32","","13","","8.0","","95.14","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 07:00","1967","04","22","07:00","-2.2","","-3.9","","89","","32","","13","","11.3","","95.20","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 08:00","1967","04","22","08:00","-2.2","","-3.3","","91","","32","","14","","4.8","","95.28","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 09:00","1967","04","22","09:00","-2.2","","-3.3","","93","","29","","13","","3.2","","95.36","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 10:00","1967","04","22","10:00","-1.7","","-3.3","","88","","34","","8","","12.9","","95.46","","","","-5","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 11:00","1967","04","22","11:00","-2.2","","-5.0","","80","","34","","19","","16.1","","95.58","","","","-8","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 12:00","1967","04","22","12:00","-2.2","","-4.4","","86","","34","","16","","12.9","","95.68","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 13:00","1967","04","22","13:00","-2.8","","-5.6","","80","","32","","16","","16.1","","95.76","","","","-8","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 14:00","1967","04","22","14:00","-2.8","","-5.6","","83","","32","","14","","16.1","","95.86","","","","-8","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 15:00","1967","04","22","15:00","-3.3","","-5.6","","84","","34","","13","","3.2","","95.96","","","","-8","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 16:00","1967","04","22","16:00","-3.3","","-6.7","","78","","34","","13","","3.2","","96.04","","","","-8","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 17:00","1967","04","22","17:00","-3.3","","-6.1","","81","","34","","21","","8.0","","96.13","","","","-10","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 18:00","1967","04","22","18:00","-3.3","","-7.2","","75","","32","","14","","19.3","","96.18","","","","-8","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 19:00","1967","04","22","19:00","-3.9","","-7.2","","79","","32","","8","","16.1","","96.26","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 20:00","1967","04","22","20:00","-4.4","","-6.7","","83","","32","","6","","12.9","","96.32","","","","-7","","Snow Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 21:00","1967","04","22","21:00","-5.0","","-7.8","","80","","32","","10","","12.9","","96.40","","","","-9","","Snow Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 22:00","1967","04","22","22:00","-5.6","","-8.3","","81","","32","","10","","16.1","","96.45","","","","-10","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-22 23:00","1967","04","22","23:00","-6.1","","-8.9","","82","","29","","10","","16.1","","96.50","","","","-11","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 00:00","1967","04","23","00:00","-6.1","","-8.9","","82","","32","","13","","19.3","","96.52","","","","-11","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 01:00","1967","04","23","01:00","-6.1","","-8.3","","83","","32","","6","","8.0","","96.56","","","","-9","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 02:00","1967","04","23","02:00","-6.7","","-8.3","","87","","27","","6","","9.7","","96.58","","","","-10","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 03:00","1967","04","23","03:00","-6.1","","-8.3","","84","","29","","6","","11.3","","96.60","","","","-9","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 04:00","1967","04","23","04:00","-5.6","","-7.8","","85","","32","","10","","4.8","","96.60","","","","-10","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 05:00","1967","04","23","05:00","-5.6","","-7.8","","83","","34","","13","","9.7","","96.66","","","","-11","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 06:00","1967","04","23","06:00","-6.1","","-8.3","","84","","34","","6","","6.4","","96.70","","","","-9","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 07:00","1967","04","23","07:00","-6.1","","-8.3","","84","","36","","6","","8.0","","96.80","","","","-9","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 08:00","1967","04","23","08:00","-6.1","","-8.9","","81","","36","","10","","19.3","","96.87","","","","-11","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 09:00","1967","04","23","09:00","-6.1","","-10.6","","71","","34","","14","","24.1","","96.95","","","","-12","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 10:00","1967","04","23","10:00","-6.1","","-9.4","","77","","34","","11","","6.4","","97.00","","","","-11","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 11:00","1967","04","23","11:00","-5.0","","-8.9","","74","","36","","13","","19.3","","97.05","","","","-10","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 12:00","1967","04","23","12:00","-3.9","","-7.8","","73","","36","","10","","24.1","","97.08","","","","-8","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 13:00","1967","04","23","13:00","-3.9","","-8.3","","71","","2","","10","","24.1","","97.10","","","","-8","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 14:00","1967","04","23","14:00","-2.8","","-6.1","","78","","2","","11","","9.7","","97.11","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 15:00","1967","04","23","15:00","-1.7","","-5.0","","77","","2","","10","","16.1","","97.12","","","","-5","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 16:00","1967","04","23","16:00","-1.7","","-4.4","","81","","36","","6","","14.5","","97.14","","","","-4","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 17:00","1967","04","23","17:00","-0.6","","-3.3","","82","","36","","10","","24.1","","97.12","","","","-4","","Snow Showers"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 18:00","1967","04","23","18:00","-0.6","","-5.6","","69","","36","","6","","24.1","","97.15","","","","-3","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 19:00","1967","04","23","19:00","-0.6","","-3.9","","80","","36","","6","","24.1","","97.14","","","","-3","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 20:00","1967","04","23","20:00","-1.1","","-7.8","","61","","36","","3","","24.1","","97.17","","","","-2","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 21:00","1967","04","23","21:00","-2.2","","-7.2","","70","","34","","6","","24.1","","97.22","","","","-5","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 22:00","1967","04","23","22:00","-3.9","","-6.7","","81","","","","0","","24.1","","97.28","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-23 23:00","1967","04","23","23:00","-5.6","","-7.8","","84","","","","0","","24.1","","97.34","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 00:00","1967","04","24","00:00","-7.2","","-9.4","","83","","","","0","","24.1","","97.40","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 01:00","1967","04","24","01:00","-7.8","","-10.6","","82","","","","0","","24.1","","97.42","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 02:00","1967","04","24","02:00","-9.4","","-11.7","","85","","","","0","","24.1","","97.44","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 03:00","1967","04","24","03:00","-10.0","","-12.2","","83","","","","0","","24.1","","97.48","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 04:00","1967","04","24","04:00","-10.6","","-12.8","","84","","","","0","","24.1","","97.52","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 05:00","1967","04","24","05:00","-11.1","","-12.8","","87","","","","0","","24.1","","97.56","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 06:00","1967","04","24","06:00","-11.7","","-13.3","","86","","","","0","","24.1","","97.60","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 07:00","1967","04","24","07:00","-11.7","","-13.9","","83","","","","0","","24.1","","97.64","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 08:00","1967","04","24","08:00","-6.7","","-8.9","","84","","","","0","","24.1","","97.68","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 09:00","1967","04","24","09:00","-2.8","","-8.3","","66","","","","0","","24.1","","97.70","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 10:00","1967","04","24","10:00","-1.1","","-7.8","","62","","32","","3","","24.1","","97.71","","","","-2","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 11:00","1967","04","24","11:00","-0.6","","-10.0","","50","","7","","3","","24.1","","97.72","","","","-2","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 12:00","1967","04","24","12:00","0.6","","-11.1","","41","","9","","3","","24.1","","97.72","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 13:00","1967","04","24","13:00","1.1","","-11.1","","40","","29","","6","","24.1","","97.71","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 14:00","1967","04","24","14:00","1.7","","-7.2","","51","","25","","3","","24.1","","97.68","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 15:00","1967","04","24","15:00","2.8","","-5.0","","56","","32","","3","","24.1","","97.65","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 16:00","1967","04","24","16:00","4.4","","-2.2","","61","","32","","5","","24.1","","97.60","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 17:00","1967","04","24","17:00","4.4","","-1.7","","63","","27","","6","","24.1","","97.59","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 18:00","1967","04","24","18:00","5.0","","-6.1","","45","","27","","10","","24.1","","97.59","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 19:00","1967","04","24","19:00","5.0","","-4.4","","51","","27","","2","","24.1","","97.59","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 20:00","1967","04","24","20:00","3.3","","-3.3","","62","","27","","5","","24.1","","97.61","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 21:00","1967","04","24","21:00","-1.1","","-6.1","","70","","","","0","","24.1","","97.67","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 22:00","1967","04","24","22:00","-2.8","","-6.7","","75","","","","0","","24.1","","97.70","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-24 23:00","1967","04","24","23:00","-3.9","","-6.7","","80","","","","0","","24.1","","97.71","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 00:00","1967","04","25","00:00","-4.4","","-7.2","","80","","","","0","","24.1","","97.74","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 01:00","1967","04","25","01:00","-5.0","","-7.8","","83","","","","0","","24.1","","97.76","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 02:00","1967","04","25","02:00","-6.1","","-7.8","","87","","","","0","","24.1","","97.76","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 03:00","1967","04","25","03:00","-6.7","","-8.3","","87","","","","0","","24.1","","97.76","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 04:00","1967","04","25","04:00","-7.2","","-9.4","","84","","","","0","","24.1","","97.78","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 05:00","1967","04","25","05:00","-7.8","","-9.4","","87","","","","0","","24.1","","97.76","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 06:00","1967","04","25","06:00","-7.8","","-9.4","","87","","","","0","","24.1","","97.78","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 07:00","1967","04","25","07:00","-6.7","","-8.9","","84","","","","0","","24.1","","97.82","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 08:00","1967","04","25","08:00","-2.8","","-6.1","","78","","32","","3","","24.1","","97.82","","","","-4","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 09:00","1967","04","25","09:00","-0.6","","-5.0","","71","","27","","3","","24.1","","97.81","","","","-2","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 10:00","1967","04","25","10:00","2.2","","-4.4","","62","","25","","6","","24.1","","97.80","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 11:00","1967","04","25","11:00","3.3","","-5.0","","55","","29","","10","","24.1","","97.80","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 12:00","1967","04","25","12:00","3.9","","-3.3","","58","","29","","10","","24.1","","97.75","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 13:00","1967","04","25","13:00","5.0","","-5.6","","47","","32","","13","","24.1","","97.70","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 14:00","1967","04","25","14:00","5.6","","-5.6","","44","","27","","14","","24.1","","97.67","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 15:00","1967","04","25","15:00","6.1","","-5.0","","46","","32","","10","","24.1","","97.61","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 16:00","1967","04","25","16:00","7.2","","-5.0","","42","","25","","11","","24.1","","97.53","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 17:00","1967","04","25","17:00","7.2","","-3.9","","46","","34","","10","","24.1","","97.49","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 18:00","1967","04","25","18:00","7.2","","-5.0","","42","","23","","8","","24.1","","97.49","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 19:00","1967","04","25","19:00","7.2","","-5.0","","42","","32","","10","","24.1","","97.52","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 20:00","1967","04","25","20:00","6.1","","-5.0","","46","","34","","2","","24.1","","97.53","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 21:00","1967","04","25","21:00","0.0","","-3.3","","78","","","","0","","24.1","","97.58","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 22:00","1967","04","25","22:00","-1.7","","-4.4","","81","","","","0","","24.1","","97.59","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-25 23:00","1967","04","25","23:00","-2.8","","-5.6","","80","","","","0","","24.1","","97.60","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 00:00","1967","04","26","00:00","-3.9","","-5.6","","88","","","","0","","24.1","","97.60","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 01:00","1967","04","26","01:00","-4.4","","-5.6","","90","","","","0","","24.1","","97.61","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 02:00","1967","04","26","02:00","-5.6","","-6.7","","90","","","","0","","24.1","","97.60","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 03:00","1967","04","26","03:00","-5.6","","-6.7","","90","","","","0","","24.1","","97.59","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 04:00","1967","04","26","04:00","-6.1","","-7.2","","92","","","","0","","24.1","","97.59","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 05:00","1967","04","26","05:00","-6.7","","-7.8","","91","","","","0","","24.1","","97.59","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 06:00","1967","04","26","06:00","-7.2","","-8.3","","91","","","","0","","24.1","","97.59","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 07:00","1967","04","26","07:00","-6.1","","-7.8","","88","","","","0","","24.1","","97.62","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 08:00","1967","04","26","08:00","-1.7","","-3.9","","85","","32","","2","","24.1","","97.62","","","","-2","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 09:00","1967","04","26","09:00","1.7","","-3.3","","71","","27","","3","","24.1","","97.62","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 10:00","1967","04","26","10:00","6.1","","-3.3","","52","","27","","3","","24.1","","97.60","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 11:00","1967","04","26","11:00","7.8","","-2.8","","47","","32","","8","","24.1","","97.57","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 12:00","1967","04","26","12:00","9.4","","-2.8","","42","","5","","8","","24.1","","97.55","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 13:00","1967","04","26","13:00","9.4","","-3.3","","40","","5","","3","","24.1","","97.52","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 14:00","1967","04","26","14:00","9.4","","-3.3","","40","","36","","10","","24.1","","97.51","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 15:00","1967","04","26","15:00","10.0","","-3.3","","40","","36","","6","","24.1","","97.50","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 16:00","1967","04","26","16:00","9.4","","-5.0","","35","","32","","2","","24.1","","97.47","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 17:00","1967","04","26","17:00","10.0","","-6.1","","32","","32","","6","","24.1","","97.45","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 18:00","1967","04","26","18:00","9.4","","-3.9","","38","","2","","10","","24.1","","97.45","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 19:00","1967","04","26","19:00","8.9","","-3.3","","42","","2","","5","","24.1","","97.46","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 20:00","1967","04","26","20:00","7.8","","-1.7","","51","","","","0","","24.1","","97.47","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 21:00","1967","04","26","21:00","3.9","","-2.2","","65","","","","0","","24.1","","97.53","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 22:00","1967","04","26","22:00","1.7","","-2.2","","76","","","","0","","24.1","","97.56","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-26 23:00","1967","04","26","23:00","0.0","","-3.3","","78","","","","0","","24.1","","97.57","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 00:00","1967","04","27","00:00","-0.6","","-3.9","","77","","","","0","","24.1","","97.60","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 01:00","1967","04","27","01:00","-1.7","","-4.4","","82","","","","0","","24.1","","97.61","","","","","","Mostly Cloudy"
